country_code,year,debt_to_gdp,current_account_pct_gdp,reserves_months_imports,gdp_growth,inflation,currency_depreciation_pct,political_stability,government_effectiveness,rule_of_law,regulatory_quality,control_of_corruption
BTN,2021,,81.11894811757183,73.32868757424724,56.80407189257715,2.2110503023544257,0.9984573190954591,0.0,23.567270011896607,5.907203499391689,39.065898640366854,0.0
DJI,2021,,69.79818649547241,98.97075237827322,56.828469346034304,0.4968558252830646,1.0397844162798386,41.108666869711406,57.061375929520175,62.4129196489001,61.74879222327934,70.89637480493461
DZA,2021,,60.06102696701148,64.14905640915265,57.87085728846102,2.1774802311912667,2.1423785506988366,50.967254943464866,51.7614105736703,53.96209027617611,69.99706814242704,62.71136854463728
EGY,2021,,64.59058107773545,90.26858206047196,58.74533413276236,1.6181204180111133,0.9170775953851169,55.5992933025537,45.95742506412183,54.1098772173084,54.714537956865385,67.06104397504149
ERI,2021,,,,,,1.0397844162798386,54.36265294986604,77.17134391410406,82.92600689853124,100.0,85.47758643047024
ETH,2021,,64.012613361825,99.90107607163223,54.709252606759584,7.630216947950316,5.292733203962416,81.64755049079099,57.13570416200406,59.68082476669563,61.74197358531779,54.72523600347321
IND,2021,,56.89814252081319,75.0713048056514,47.7593976982437,1.5951451385085091,0.9984573190954591,42.599102091029074,33.16168038235425,34.41441457522769,43.54242380979356,51.635029439749694
IRN,2021,,,,57.302761932991466,12.231140926471504,1.0397844162798386,58.17465762741555,57.761280375418956,63.596431640209815,81.55530529848009,77.7994390101721
IRQ,2021,,27.373637906226474,62.19555496320195,61.815834282879955,1.8482613571198865,4.690584373497046,86.2597543866401,74.90842776834704,76.96508072384025,75.11019702697376,85.70817203263908
ISR,2021,,47.47240219438897,54.7230837879704,48.3675789889033,0.5799215576626485,0.0,45.666880328127384,0.0,0.0,0.0,12.6115880972527
JOR,2021,100.0,71.41038714940862,76.25234356765685,57.953243455623685,0.5427902781592646,1.0397844162798386,37.46893780394504,39.69696222387659,27.03733130924601,31.923734333826697,41.520478533842194
KWT,2021,,0.0,70.21937275604134,61.524058429758746,1.120365868705956,0.7869674883902703,21.740639759035876,39.06619261867451,24.7472485640292,31.988494151928638,43.99369363648652
